% University Website Quality - CSE 4112 Machine Learning Laboratory, KUET
%
% 1225 university landing pages, 71 predictive attributes.
% 60 attributes are nominal {0,1} presence flags; 11 are numeric counts, percentages, ratios or z-scores.
% Identifier columns (uni_id, name, url, country, region) are excluded on purpose so no
% model can memorise a university; index_*.csv maps instance number back to the name.
% All 22 Bangladeshi universities are in the test split and none is in train.
% There are no missing values: they were imputed during dataset construction and every
% imputed column carries a companion *_was_missing flag.
%
% Relation: website_grade_all
% Instances: 1225
% Target attribute: grade (nominal, worst to best: F < D < C < B < A < A+)

@relation website_grade_all

@attribute a01_logo {0,1}
@attribute a02_primary_nav {0,1}
@attribute a03_nav_item_count numeric
@attribute a04_search_bar {0,1}
@attribute a05_language_toggle {0,1}
@attribute a06_breadcrumb {0,1}
@attribute a07_qs_badge {0,1}
@attribute a09_national_rank {0,1}
@attribute a11_accreditation {0,1}
@attribute a12_accred_count numeric
@attribute a13_achievements {0,1}
@attribute a14_stats_block {0,1}
@attribute a15_stat_item_count numeric
@attribute a16_notice_board {0,1}
@attribute a17_notice_timestamp {0,1}
@attribute a20_news_events {0,1}
@attribute a21_calendar_link {0,1}
@attribute a22_admission_notice {0,1}
@attribute a23_upcoming_events {0,1}
@attribute a24_event_count numeric
@attribute a25_event_images {0,1}
@attribute a26_event_captions {0,1}
@attribute a27_event_datetime {0,1}
@attribute a28_contests {0,1}
@attribute a29_video_content {0,1}
@attribute a30_image_gallery {0,1}
@attribute a31_social_feed_embed {0,1}
@attribute a32_vision_mission {0,1}
@attribute a33_about_blurb {0,1}
@attribute a34_department_links {0,1}
@attribute a35_faculty_link {0,1}
@attribute a36_research_highlight {0,1}
@attribute a37_programs_listing {0,1}
@attribute a38_scholarship {0,1}
@attribute a39_library_link {0,1}
@attribute a40_career_link {0,1}
@attribute a41_alumni_link {0,1}
@attribute a42_faq_link {0,1}
@attribute a43_contact_link {0,1}
@attribute a44_student_portal {0,1}
@attribute a45_prospectus {0,1}
@attribute a46_admissions_policy {0,1}
@attribute a47_footer_contact {0,1}
@attribute a48_footer_sitemap {0,1}
@attribute a49_copyright_line {0,1}
@attribute a50_social_links {0,1}
@attribute a51_quick_links {0,1}
@attribute a53_contrast_ratio numeric
@attribute a53_contrast_ratio_was_missing {0,1}
@attribute a54_banner_carousel {0,1}
@attribute a57_logo_prominence {0,1}
@attribute a58_live_chat {0,1}
@attribute a59_feedback_form {0,1}
@attribute a60_trust_seal {0,1}
@attribute a61_testimonials {0,1}
@attribute a63_mobile_score numeric
@attribute a65_https {0,1}
@attribute a66_broken_links numeric
@attribute a67_gzip {0,1}
@attribute a69_title_meta {0,1}
@attribute a70_favicon {0,1}
@attribute a71_sitemap_robots {0,1}
@attribute a72_alt_text_pct numeric
@attribute a72_alt_text_pct_was_missing {0,1}
@attribute a73_accessible_design {0,1}
@attribute a74_a11y_toggle {0,1}
@attribute a75_bookmark {0,1}
@attribute broken_links_log numeric
@attribute load_time_z_region numeric
@attribute notice_recency_days numeric
@attribute notice_recency_days_was_missing {0,1}
@attribute grade {F,D,C,B,A,'A+'}

@data
1,1,3,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,7.46,0,1,0,0,0,0,0,100,1,0,1,1,1,1,100,0,1,1,0,0,5.32945,3650,1,A
1,1,11,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,2,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,16.3,0,1,1,0,0,0,0,90,1,0,1,1,1,0,16.1,0,1,1,0,0,-1.28932,3650,1,A
1,1,7,1,1,0,0,1,0,0,1,1,10,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,21,0,1,1,0,0,1,0,100,1,0,1,1,1,0,96.7,0,1,1,0,0,-0.707483,0,0,A
0,1,2,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,21,0,1,0,0,0,0,0,100,1,0,1,1,1,0,63.6,0,1,1,0,0,0.613854,4,0,A
0,1,8,1,0,0,0,1,0,0,1,1,10,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0,1,1,1,9.44,0,1,0,0,0,0,0,75,1,0,0,0,1,1,92.4,0,1,0,0,0,0.547306,0,0,A
1,1,1,1,1,0,0,0,0,0,0,1,6,1,1,1,0,1,1,2,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,0,1,1,16.39,0,1,1,0,0,0,0,75,1,0,1,0,1,0,92.3,0,1,0,0,0,-0.0509513,0,0,A
1,1,8,1,1,0,0,0,1,0,1,0,0,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,17.04,0,1,1,0,0,0,0,90,1,0,0,1,1,1,97.3,0,1,1,0,0,1.08508,3650,1,A
1,1,10,1,1,0,0,0,0,0,0,1,10,0,1,1,1,1,0,20,1,1,1,0,0,1,0,0,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,1,1,8.72,0,1,1,0,0,0,0,90,1,0,1,0,1,0,59.3,0,1,1,0,0,1.49798,0,0,A
1,1,5,1,1,1,0,1,0,0,1,1,10,0,1,1,1,1,1,4,0,0,1,0,0,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1,0,17.64,0,1,1,0,0,1,0,75,1,0,1,1,1,0,100,0,1,1,1,0,-0.448017,0,0,A
1,1,4,1,1,0,1,1,0,0,1,1,10,1,1,1,0,1,1,1,0,1,1,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,16.43,0,1,1,0,0,1,0,100,1,0,1,1,1,0,26.1,0,1,1,0,0,-0.393456,0,0,A
1,1,3,1,1,0,0,1,0,0,1,0,0,0,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0,11.76,0,1,0,0,0,0,1,75,1,9,1,1,1,1,56.5,0,1,0,0,2.30259,-1.4164,12,0,A
1,1,3,1,0,0,0,1,0,0,1,1,8,0,1,1,0,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,21,0,1,1,0,0,1,0,100,1,0,1,1,1,0,81.1,0,1,1,0,0,-0.0971314,5,0,A
1,1,8,1,0,0,0,0,0,0,1,1,10,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,14.94,0,1,1,1,0,1,0,75,1,1,0,1,1,0,100,0,1,1,0,0.693147,2.3811,460,0,A
1,1,10,0,0,0,0,1,1,1,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,21,0,1,0,1,0,1,0,75,1,0,1,1,1,0,94.9,0,1,1,0,0,-0.697024,0,0,A
1,1,5,1,0,0,0,1,1,1,1,1,5,0,1,1,0,1,1,4,1,1,1,0,1,1,0,1,1,0,1,1,1,1,0,0,1,1,1,1,0,1,0,0,1,1,1,11.37,0,1,1,0,0,0,0,100,1,0,1,1,1,0,98.3,0,1,1,0,0,-0.132637,0,0,A
1,1,4,1,0,0,0,1,0,0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,1,12.63,0,1,1,0,0,0,0,50,1,0,0,1,1,0,62.7,0,1,0,0,0,-1.20892,7,0,A
1,1,3,1,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,15.13,0,1,1,0,0,0,0,90,1,0,1,1,1,1,42.9,0,1,1,0,0,-0.344136,3650,1,A
1,1,4,0,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,3,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,1,1,1,5.2,0,1,1,0,0,0,0,100,1,0,1,1,1,0,5.3,0,1,1,0,0,-0.719365,0,0,A
1,1,4,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,12.29,0,1,0,0,0,0,1,90,1,0,1,1,1,1,96.9,0,1,1,0,0,-1.01278,0,0,A
1,1,7,1,0,0,0,0,0,0,1,1,3,1,1,1,0,1,0,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,1,1,12.63,0,1,1,1,0,0,0,90,1,0,1,0,1,1,11.1,0,1,0,0,0,-0.0690419,1,0,A
1,1,3,1,0,0,0,1,0,0,1,1,2,1,1,1,1,1,0,20,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1,0,2.74,0,1,1,0,0,0,0,90,1,0,1,1,1,1,64.7,0,1,1,0,0,-0.951125,0,0,A
1,1,6,1,0,0,0,1,1,1,1,1,10,1,0,1,1,1,1,20,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,12.63,0,1,1,0,1,0,0,75,1,1,1,0,1,0,56.4,0,1,1,0,0.693147,1.34987,3650,1,A
1,1,7,1,0,0,0,0,0,0,1,1,9,0,1,1,1,1,1,10,1,0,0,0,0,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1,1,1,2.16,0,1,1,0,0,0,0,75,1,0,0,1,1,1,78.6,0,1,1,0,0,-1.01232,206,0,A
1,1,5,1,1,0,0,0,1,1,1,1,10,1,0,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,21,0,1,1,0,1,0,0,50,1,0,1,1,1,0,82.9,0,1,1,0,0,-1.16898,3650,1,A
0,1,3,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,12.61,0,1,0,0,0,0,0,100,1,0,0,1,1,1,30,0,1,1,0,0,-1.09324,3650,1,A
1,1,20,0,1,0,0,1,1,1,0,1,10,1,1,1,1,1,1,2,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,21,0,1,1,0,0,0,0,90,1,3,1,0,1,1,19.1,0,1,0,0,1.38629,-0.606959,4,0,A
1,1,5,1,1,0,0,1,0,0,1,1,10,0,1,1,1,1,0,5,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,21,0,1,1,0,0,0,0,100,1,0,1,1,1,1,78.6,0,1,0,0,0,0.512978,0,0,A
1,1,0,1,1,0,0,0,0,0,1,1,10,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,16.67,0,1,1,0,0,0,0,90,1,1,1,0,1,1,2.4,0,1,1,0,0.693147,-0.0618786,0,0,A
1,1,4,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,0,21,0,0,0,0,0,0,1,75,1,0,1,1,1,1,91.1,0,1,1,0,0,0.0135702,3650,1,A
1,1,7,0,0,0,0,0,1,1,1,1,10,0,1,1,1,1,1,20,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,21,0,1,0,0,0,0,0,90,1,0,0,0,1,1,17.5,0,1,0,0,0,0.837084,0,0,A
1,1,3,1,0,0,0,1,0,0,1,1,10,1,1,1,1,1,1,3,0,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,12.63,0,1,1,0,0,0,0,75,1,0,1,0,1,1,81,0,1,1,0,0,2.54473,4,0,A
1,1,10,1,0,0,1,1,0,0,1,1,10,1,1,1,1,1,1,9,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,12.63,0,1,1,0,1,0,0,75,1,2,0,1,1,0,2.1,0,1,1,0,1.09861,0.744858,0,0,A
1,1,5,1,1,0,0,1,0,1,1,0,0,0,1,1,1,1,1,20,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,1,1,1,11.55,0,1,1,0,0,0,0,90,1,0,1,1,1,0,94.6,0,1,1,0,0,0.262537,211,0,A
0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,5,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,15.43,0,1,0,0,0,1,0,100,1,0,1,1,1,1,96.6,0,1,1,0,0,-0.06923,3650,1,A
1,1,7,0,1,0,1,1,0,0,1,0,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,1,1,12.13,0,1,1,0,0,0,0,75,1,0,0,0,1,1,66.7,0,1,1,0,0,0.903086,0,0,A
1,1,9,1,1,0,0,1,0,0,0,1,2,0,0,1,1,1,1,13,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,15.91,0,1,1,0,0,0,0,90,1,0,1,1,1,0,42.1,0,1,1,0,0,-0.946822,3650,1,A
1,1,7,1,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,20,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,1,0,1,1,1,9.74,0,1,1,1,0,0,1,90,1,0,1,1,1,1,92.3,0,1,1,0,0,-0.0458206,0,0,B
0,1,4,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1,0,0,0,1,15.43,0,1,0,0,0,0,0,75,1,0,1,1,0,1,98.4,0,1,0,0,0,0.68816,1,0,B
1,1,1,1,1,0,0,1,0,0,1,1,7,1,1,1,0,1,0,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,14.86,0,1,1,0,0,0,0,75,1,0,1,0,1,1,0,0,1,0,0,0,-0.667717,7,0,B
1,1,3,1,0,0,0,0,0,0,1,1,3,0,0,1,1,1,1,5,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,15.43,0,1,1,0,0,0,1,90,1,0,1,1,1,1,88,0,1,1,0,0,0.935099,3650,1,B
0,1,10,1,1,1,0,1,0,0,1,0,1,0,0,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,21,0,1,0,0,0,0,0,100,1,0,1,0,1,0,100,0,1,1,0,0,-0.196553,3650,1,B
1,1,5,1,0,0,0,1,1,1,0,1,8,0,0,1,1,1,1,10,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,1,1,12.63,0,1,1,0,0,0,1,100,1,0,1,1,1,1,85.7,0,1,1,0,0,-0.0398128,3650,1,B
1,1,13,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,20,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,1,15.43,0,1,1,0,0,1,0,75,1,0,1,0,1,0,36.6,0,1,0,0,0,-0.345393,0,0,B
1,1,3,1,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,7,0,0,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1,9,0,1,1,1,0,0,0,75,1,0,0,1,0,1,50,0,1,0,0,0,-0.177369,0,0,B
1,1,6,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,1,21,0,1,0,0,0,0,0,75,1,0,1,0,1,1,64.7,0,1,0,1,0,-0.313143,175,0,B
0,1,7,1,0,0,0,0,0,0,0,1,2,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,7.94,0,1,0,0,0,1,0,90,1,0,1,0,1,1,20,0,1,0,0,0,0.543352,28,0,B
1,1,8,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,21,0,1,1,1,0,1,0,90,1,0,1,0,1,0,26.5,0,1,0,0,0,-0.395788,46,0,B
1,1,6,0,0,0,1,1,0,0,1,1,4,0,0,1,0,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,19.8,0,1,1,0,0,0,0,75,1,0,1,0,1,1,100,0,1,1,0,0,0.166085,3650,1,B
0,1,7,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,21,0,1,0,0,0,0,0,90,1,2,1,0,1,1,100,0,1,1,0,1.09861,-0.346208,11,0,B
1,1,6,1,0,0,0,1,1,1,0,1,3,1,0,1,1,1,1,2,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,16.52,0,1,0,0,0,0,0,100,1,0,1,1,1,1,64,0,1,1,0,0,-0.50966,3650,1,B
0,1,6,1,0,0,0,0,0,0,1,1,2,0,0,1,1,1,1,6,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,7.89,0,1,0,0,0,0,0,100,1,0,1,0,1,1,100,0,1,1,0,0,-0.168047,3650,1,B
1,1,1,0,1,1,0,1,0,0,0,1,8,0,1,1,0,1,0,9,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,20.53,0,1,1,0,0,0,0,100,1,0,1,1,1,1,70,0,1,1,0,0,-0.718395,0,0,B
1,1,7,1,0,0,0,1,0,0,0,1,9,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,12.63,0,1,0,0,0,0,0,100,1,0,1,1,1,1,100,0,1,1,0,0,1.23321,3650,1,B
1,1,5,1,0,0,0,0,0,0,0,1,9,1,0,1,1,1,1,10,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,21,0,1,1,0,0,0,1,75,1,0,1,0,1,0,100,0,1,0,0,0,-0.165975,3650,1,B
1,1,9,1,0,0,0,0,1,1,1,1,5,1,0,1,0,1,1,11,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,1,1,10.17,0,1,1,0,0,0,0,90,1,1,1,1,1,1,66.7,0,1,0,0,0.693147,-0.742322,3650,1,B
1,1,5,1,0,0,0,0,0,0,1,1,5,1,0,1,1,1,1,3,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,5.74,0,1,1,0,0,0,0,75,1,0,1,1,1,1,79.2,0,1,1,0,0,1.94564,3650,1,B
1,1,5,1,1,0,0,0,0,0,0,1,3,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,0,0,1,1,11.39,0,0,1,0,0,0,0,100,1,0,0,1,1,0,100,0,1,1,0,0,-1.00745,0,0,B
1,1,5,1,1,1,0,1,0,0,1,1,3,0,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,12.63,0,1,1,0,0,1,0,75,1,0,0,1,0,1,85.7,0,1,1,0,0,1.72083,2,0,B
1,1,10,1,0,0,0,0,0,0,1,1,5,0,0,1,1,1,1,4,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,12.63,0,1,1,0,0,0,0,90,1,0,1,1,1,1,42.1,0,1,1,0,0,-0.0317334,3650,1,B
1,1,5,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,11.2,0,1,1,0,0,0,0,75,1,0,0,1,1,1,78.6,0,1,1,0,0,-0.883175,3650,1,B
1,1,4,1,1,0,0,0,0,0,1,1,3,1,1,1,1,1,1,2,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,1,5.49,0,1,1,0,0,1,0,90,1,0,0,0,1,1,72,0,1,1,0,0,2.48938,4,0,B
1,1,9,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,1,1,11.03,0,1,0,1,0,0,0,75,1,0,1,1,1,1,100,0,1,1,0,0,-0.785394,3650,1,B
1,1,2,1,1,0,0,0,0,1,1,0,0,0,1,1,0,1,1,18,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,12.63,0,1,1,0,0,0,0,90,1,0,1,1,1,0,65.6,0,1,0,0,0,0.473917,0,0,B
1,1,7,1,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,21,0,1,0,0,0,0,0,75,1,0,0,1,1,1,45.8,0,1,1,0,0,-0.071716,3650,1,B
1,1,10,1,0,0,1,1,1,1,1,0,1,0,1,1,1,1,1,7,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0,1,1,0,19.26,0,1,1,1,0,1,0,75,1,0,0,1,1,1,44.4,0,1,1,0,0,-0.612457,0,0,B
1,1,6,1,1,0,0,0,0,0,1,1,4,0,0,1,1,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,1,5.02,0,1,0,0,0,1,0,75,1,0,1,1,1,1,93.8,0,1,0,0,0,-0.0881592,3650,1,B
1,1,11,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,0,1,1,0,15.43,0,1,1,0,0,0,0,75,1,0,1,0,1,1,0,0,1,0,0,0,-0.919604,11,0,B
1,1,3,1,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,9,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,1,1,21,0,1,1,1,0,0,0,75,1,0,1,1,1,1,59.1,0,1,0,0,0,-0.121228,3650,1,B
1,1,8,1,0,0,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,1,1,1,21,0,1,1,0,0,0,0,75,1,0,0,0,1,1,80.7,0,1,1,0,0,-0.156427,0,0,B
1,1,7,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,12.63,0,1,1,0,0,0,0,90,1,0,1,0,0,1,22.2,0,1,0,0,0,-0.710548,1,0,B
1,1,1,1,1,0,0,1,1,1,1,1,10,1,1,1,0,1,1,3,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,0,21,0,1,1,0,0,0,0,75,1,0,0,0,1,1,40,0,1,0,0,0,-0.786806,0,0,B
1,1,3,0,1,0,0,0,1,1,1,1,7,1,1,1,1,1,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,1,1,12.63,0,1,1,0,0,0,1,50,1,0,1,1,0,1,7.4,0,1,0,0,0,-0.183115,83,0,B
1,1,3,1,0,0,0,1,0,0,1,1,5,1,1,1,1,1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,0,7.46,0,0,1,0,0,0,0,75,1,0,0,0,1,1,75.5,0,1,0,0,0,-0.0857924,53,0,B
1,1,12,0,0,0,0,0,1,1,0,1,3,1,1,1,0,1,1,7,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1,7.08,0,1,1,0,0,0,0,75,1,0,0,0,1,1,100,0,1,0,0,0,-1.55362,1,0,B
1,1,10,1,1,0,1,1,1,1,1,1,10,1,1,1,1,1,0,0,1,1,0,1,0,1,0,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,21,0,0,0,0,0,0,0,90,1,0,1,1,1,1,100,0,1,1,0,0,-0.981161,0,0,B
1,1,7,1,1,0,1,1,1,1,1,1,5,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,1,1,12.63,0,1,1,0,0,0,0,75,1,0,1,0,1,1,62.1,0,1,0,0,0,-0.43495,1,0,B
1,1,5,1,1,0,0,1,0,0,0,1,10,1,0,1,0,1,1,2,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,18.58,0,1,0,0,0,0,0,75,1,0,0,1,1,0,64.8,0,1,0,0,0,-0.259466,3650,1,B
1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1,2,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,17.4,0,1,1,0,0,0,0,100,1,0,0,1,1,0,57.7,0,1,0,0,0,-1.06664,3650,1,B
1,1,8,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0,1,1,1,1.54,0,1,1,0,0,0,0,75,1,14,0,1,1,1,100,0,1,1,0,2.70805,-0.578507,24,0,B
1,1,8,1,1,1,0,0,1,3,0,1,2,0,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,1,1,12.63,0,1,1,1,0,0,1,75,1,0,1,0,1,1,16.7,0,1,0,0,0,-0.254801,77,0,B
1,1,9,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,3.98,0,1,0,0,0,0,0,90,1,0,1,0,1,1,18.2,0,1,0,0,0,-1.14756,22,0,B
1,1,10,0,1,0,0,0,0,0,1,1,7,0,1,1,1,1,1,7,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,1,0,7.39,0,1,0,0,0,0,0,75,1,0,0,0,0,1,7.1,0,1,0,0,0,-0.744766,0,0,B
